銷售單號,SKU,客戶,出貨量,出貨日
SO-20250703-02634,S-1002,C-022,4,2025-07-03
SO-20250703-02635,S-1003,C-037,6,2025-07-03
SO-20250703-02636,S-1003,C-031,1,2025-07-03
SO-20250703-02637,S-1004,C-036,3,2025-07-03
SO-20250703-02638,S-1004,C-039,3,2025-07-03
SO-20250703-02639,S-1004,C-018,3,2025-07-03
SO-20250703-02640,S-1005,C-031,2,2025-07-03
SO-20250703-02641,S-1005,C-017,3,2025-07-03
SO-20250703-02642,S-1005,C-009,3,2025-07-03
SO-20250703-02643,S-1008,C-008,5,2025-07-03
SO-20250703-02644,S-1008,C-024,5,2025-07-03
SO-20250703-02645,S-1011,C-036,2,2025-07-03
SO-20250703-02646,S-1012,C-021,6,2025-07-03
SO-20250703-02647,S-1012,C-016,3,2025-07-03
SO-20250703-02648,S-1013,C-006,5,2025-07-03
SO-20250703-02649,S-1014,C-014,1,2025-07-03
SO-20250703-02650,S-1014,C-035,3,2025-07-03
SO-20250703-02651,S-1015,C-021,7,2025-07-03
SO-20250703-02652,S-1015,C-015,2,2025-07-03
SO-20250703-02653,S-1016,C-013,4,2025-07-03
SO-20250703-02654,S-1017,C-005,5,2025-07-03
SO-20250703-02655,S-1017,C-028,3,2025-07-03
SO-20250703-02656,S-1017,C-004,2,2025-07-03
SO-20250703-02657,S-1018,C-039,4,2025-07-03
SO-20250703-02658,S-1021,C-032,4,2025-07-03
SO-20250703-02659,S-1021,C-017,1,2025-07-03
SO-20250703-02660,S-1021,C-024,1,2025-07-03
SO-20250703-02661,S-1021,C-039,1,2025-07-03
SO-20250703-02662,S-1022,C-038,6,2025-07-03
SO-20250703-02663,S-1022,C-003,1,2025-07-03
SO-20250703-02664,S-1022,C-006,5,2025-07-03
SO-20250703-02665,S-1022,C-026,8,2025-07-03
SO-20250703-02666,S-1022,C-012,2,2025-07-03
SO-20250703-02667,S-1022,C-037,5,2025-07-03
SO-20250703-02668,S-1022,C-009,2,2025-07-03
SO-20250703-02669,S-1022,C-035,5,2025-07-03
SO-20250703-02670,S-1022,C-033,1,2025-07-03
SO-20250703-02671,S-1022,C-005,5,2025-07-03
SO-20250703-02672,S-1023,C-030,2,2025-07-03
SO-20250703-02673,S-1026,C-033,3,2025-07-03
SO-20250703-02674,S-1026,C-029,1,2025-07-03
SO-20250703-02675,S-1028,C-018,5,2025-07-03
SO-20250703-02676,S-1028,C-027,6,2025-07-03
SO-20250703-02677,S-1028,C-019,3,2025-07-03
SO-20250703-02678,S-1028,C-022,5,2025-07-03
SO-20250703-02679,S-1028,C-024,1,2025-07-03
SO-20250703-02680,S-1028,C-019,4,2025-07-03
SO-20250703-02681,S-1028,C-020,4,2025-07-03
SO-20250703-02682,S-1030,C-032,5,2025-07-03
SO-20250703-02683,S-1030,C-007,2,2025-07-03
SO-20250703-02684,S-1033,C-008,1,2025-07-03
SO-20250703-02685,S-1033,C-023,1,2025-07-03
SO-20250703-02686,S-1034,C-020,3,2025-07-03
SO-20250703-02687,S-1035,C-015,1,2025-07-03
SO-20250703-02688,S-1035,C-014,3,2025-07-03
SO-20250703-02689,S-1035,C-004,2,2025-07-03
SO-20250703-02690,S-1036,C-031,2,2025-07-03
SO-20250703-02691,S-1039,C-001,6,2025-07-03
SO-20250703-02692,S-1040,C-026,2,2025-07-03
SO-20250703-02693,S-1040,C-004,5,2025-07-03
SO-20250703-02694,S-1041,C-006,7,2025-07-03
SO-20250703-02695,S-1042,C-005,5,2025-07-03
SO-20250703-02696,S-1044,C-012,8,2025-07-03
SO-20250703-02697,S-1044,C-002,3,2025-07-03
SO-20250703-02698,S-1044,C-014,5,2025-07-03
SO-20250703-02699,S-1044,C-012,2,2025-07-03
SO-20250703-02700,S-1044,C-030,2,2025-07-03
SO-20250703-02701,S-1045,C-017,1,2025-07-03
SO-20250703-02702,S-1046,C-023,3,2025-07-03
SO-20250703-02703,S-1046,C-037,3,2025-07-03
SO-20250703-02704,S-1046,C-010,4,2025-07-03
SO-20250703-02705,S-1046,C-023,2,2025-07-03
SO-20250703-02706,S-1047,C-029,7,2025-07-03
SO-20250703-02707,S-1047,C-014,5,2025-07-03
SO-20250703-02708,S-1048,C-023,3,2025-07-03
SO-20250703-02709,S-1048,C-009,6,2025-07-03
SO-20250703-02710,S-1049,C-001,2,2025-07-03
SO-20250703-02711,S-1049,C-002,4,2025-07-03
SO-20250703-02712,S-1049,C-038,4,2025-07-03
SO-20250704-02713,S-1001,C-031,4,2025-07-04
SO-20250704-02714,S-1001,C-033,6,2025-07-04
SO-20250704-02715,S-1001,C-014,5,2025-07-04
SO-20250704-02716,S-1002,C-020,1,2025-07-04
SO-20250704-02717,S-1002,C-017,7,2025-07-04
SO-20250704-02718,S-1002,C-029,1,2025-07-04
SO-20250704-02719,S-1002,C-014,5,2025-07-04
SO-20250704-02720,S-1004,C-024,1,2025-07-04
SO-20250704-02721,S-1004,C-027,2,2025-07-04
SO-20250704-02722,S-1005,C-035,3,2025-07-04
SO-20250704-02723,S-1006,C-025,3,2025-07-04
SO-20250704-02724,S-1006,C-031,4,2025-07-04
SO-20250704-02725,S-1009,C-006,4,2025-07-04
SO-20250704-02726,S-1011,C-020,3,2025-07-04
SO-20250704-02727,S-1013,C-005,6,2025-07-04
SO-20250704-02728,S-1013,C-018,7,2025-07-04
SO-20250704-02729,S-1013,C-012,1,2025-07-04
SO-20250704-02730,S-1014,C-037,6,2025-07-04
SO-20250704-02731,S-1014,C-033,3,2025-07-04
SO-20250704-02732,S-1014,C-007,4,2025-07-04
SO-20250704-02733,S-1015,C-020,3,2025-07-04
SO-20250704-02734,S-1016,C-032,3,2025-07-04
SO-20250704-02735,S-1017,C-023,3,2025-07-04
SO-20250704-02736,S-1019,C-010,5,2025-07-04
SO-20250704-02737,S-1019,C-005,3,2025-07-04
SO-20250704-02738,S-1021,C-028,3,2025-07-04
SO-20250704-02739,S-1021,C-029,3,2025-07-04
SO-20250704-02740,S-1021,C-001,3,2025-07-04
SO-20250704-02741,S-1022,C-030,5,2025-07-04
SO-20250704-02742,S-1022,C-003,5,2025-07-04
SO-20250704-02743,S-1022,C-016,3,2025-07-04
SO-20250704-02744,S-1022,C-026,2,2025-07-04
SO-20250704-02745,S-1022,C-015,2,2025-07-04
SO-20250704-02746,S-1024,C-018,6,2025-07-04
SO-20250704-02747,S-1024,C-020,6,2025-07-04
SO-20250704-02748,S-1024,C-011,5,2025-07-04
SO-20250704-02749,S-1024,C-037,6,2025-07-04
SO-20250704-02750,S-1026,C-003,3,2025-07-04
SO-20250704-02751,S-1026,C-012,3,2025-07-04
SO-20250704-02752,S-1026,C-008,2,2025-07-04
SO-20250704-02753,S-1028,C-025,4,2025-07-04
SO-20250704-02754,S-1028,C-036,3,2025-07-04
SO-20250704-02755,S-1029,C-001,1,2025-07-04
SO-20250704-02756,S-1030,C-006,5,2025-07-04
SO-20250704-02757,S-1030,C-032,6,2025-07-04
SO-20250704-02758,S-1031,C-028,5,2025-07-04
SO-20250704-02759,S-1031,C-023,6,2025-07-04
SO-20250704-02760,S-1031,C-022,2,2025-07-04
SO-20250704-02761,S-1031,C-005,3,2025-07-04
SO-20250704-02762,S-1033,C-036,3,2025-07-04
SO-20250704-02763,S-1033,C-021,5,2025-07-04
SO-20250704-02764,S-1033,C-017,2,2025-07-04
SO-20250704-02765,S-1034,C-001,3,2025-07-04
SO-20250704-02766,S-1035,C-014,4,2025-07-04
SO-20250704-02767,S-1035,C-038,5,2025-07-04
SO-20250704-02768,S-1036,C-038,2,2025-07-04
SO-20250704-02769,S-1038,C-016,6,2025-07-04
SO-20250704-02770,S-1040,C-027,6,2025-07-04
SO-20250704-02771,S-1040,C-016,4,2025-07-04
SO-20250704-02772,S-1042,C-036,6,2025-07-04
SO-20250704-02773,S-1042,C-006,1,2025-07-04
SO-20250704-02774,S-1044,C-033,3,2025-07-04
SO-20250704-02775,S-1044,C-039,1,2025-07-04
SO-20250704-02776,S-1044,C-003,1,2025-07-04
SO-20250704-02777,S-1045,C-007,2,2025-07-04
SO-20250704-02778,S-1045,C-001,6,2025-07-04
SO-20250704-02779,S-1046,C-033,2,2025-07-04
SO-20250704-02780,S-1047,C-040,2,2025-07-04
SO-20250704-02781,S-1047,C-004,3,2025-07-04
SO-20250704-02782,S-1047,C-026,5,2025-07-04
SO-20250704-02783,S-1047,C-030,5,2025-07-04
SO-20250704-02784,S-1048,C-022,3,2025-07-04
SO-20250704-02785,S-1048,C-015,4,2025-07-04
SO-20250704-02786,S-1048,C-038,3,2025-07-04
SO-20250704-02787,S-1048,C-026,1,2025-07-04
SO-20250704-02788,S-1049,C-017,4,2025-07-04
SO-20250704-02789,S-1050,C-019,9,2025-07-04
SO-20250705-02790,S-1001,C-033,4,2025-07-05
SO-20250705-02791,S-1001,C-034,4,2025-07-05
SO-20250705-02792,S-1001,C-017,1,2025-07-05
SO-20250705-02793,S-1002,C-009,3,2025-07-05
SO-20250705-02794,S-1002,C-013,1,2025-07-05
SO-20250705-02795,S-1002,C-007,4,2025-07-05
SO-20250705-02796,S-1002,C-028,1,2025-07-05
SO-20250705-02797,S-1002,C-028,1,2025-07-05
SO-20250705-02798,S-1002,C-026,3,2025-07-05
SO-20250705-02799,S-1003,C-007,5,2025-07-05
SO-20250705-02800,S-1003,C-012,1,2025-07-05
SO-20250705-02801,S-1003,C-001,2,2025-07-05
SO-20250705-02802,S-1004,C-014,3,2025-07-05
SO-20250705-02803,S-1004,C-024,1,2025-07-05
SO-20250705-02804,S-1004,C-006,1,2025-07-05
SO-20250705-02805,S-1005,C-038,2,2025-07-05
SO-20250705-02806,S-1005,C-038,4,2025-07-05
SO-20250705-02807,S-1005,C-002,7,2025-07-05
SO-20250705-02808,S-1005,C-018,4,2025-07-05
SO-20250705-02809,S-1005,C-029,5,2025-07-05
SO-20250705-02810,S-1006,C-018,4,2025-07-05
SO-20250705-02811,S-1010,C-008,5,2025-07-05
SO-20250705-02812,S-1010,C-008,2,2025-07-05
SO-20250705-02813,S-1011,C-038,2,2025-07-05
SO-20250705-02814,S-1011,C-007,2,2025-07-05
SO-20250705-02815,S-1012,C-016,5,2025-07-05
SO-20250705-02816,S-1013,C-017,4,2025-07-05
SO-20250705-02817,S-1014,C-024,4,2025-07-05
SO-20250705-02818,S-1014,C-019,3,2025-07-05
SO-20250705-02819,S-1014,C-018,4,2025-07-05
SO-20250705-02820,S-1015,C-010,5,2025-07-05
SO-20250705-02821,S-1015,C-032,2,2025-07-05
SO-20250705-02822,S-1017,C-037,2,2025-07-05
SO-20250705-02823,S-1017,C-013,5,2025-07-05
SO-20250705-02824,S-1018,C-011,4,2025-07-05
SO-20250705-02825,S-1019,C-040,1,2025-07-05
SO-20250705-02826,S-1019,C-011,7,2025-07-05
SO-20250705-02827,S-1019,C-032,1,2025-07-05
SO-20250705-02828,S-1020,C-021,4,2025-07-05
SO-20250705-02829,S-1023,C-034,5,2025-07-05
SO-20250705-02830,S-1023,C-040,1,2025-07-05
SO-20250705-02831,S-1024,C-029,3,2025-07-05
SO-20250705-02832,S-1024,C-001,4,2025-07-05
SO-20250705-02833,S-1024,C-007,1,2025-07-05
SO-20250705-02834,S-1024,C-004,2,2025-07-05
SO-20250705-02835,S-1024,C-024,5,2025-07-05
SO-20250705-02836,S-1026,C-003,4,2025-07-05
SO-20250705-02837,S-1028,C-028,1,2025-07-05
SO-20250705-02838,S-1028,C-018,3,2025-07-05
SO-20250705-02839,S-1031,C-020,4,2025-07-05
SO-20250705-02840,S-1031,C-007,4,2025-07-05
SO-20250705-02841,S-1031,C-040,3,2025-07-05
SO-20250705-02842,S-1031,C-001,5,2025-07-05
SO-20250705-02843,S-1031,C-014,3,2025-07-05
SO-20250705-02844,S-1031,C-008,3,2025-07-05
SO-20250705-02845,S-1032,C-031,3,2025-07-05
SO-20250705-02846,S-1034,C-023,3,2025-07-05
SO-20250705-02847,S-1035,C-007,1,2025-07-05
SO-20250705-02848,S-1035,C-002,5,2025-07-05
SO-20250705-02849,S-1035,C-008,3,2025-07-05
SO-20250705-02850,S-1035,C-002,2,2025-07-05
SO-20250705-02851,S-1036,C-029,5,2025-07-05
SO-20250705-02852,S-1036,C-024,1,2025-07-05
SO-20250705-02853,S-1038,C-032,1,2025-07-05
SO-20250705-02854,S-1038,C-017,5,2025-07-05
SO-20250705-02855,S-1039,C-034,6,2025-07-05
SO-20250705-02856,S-1040,C-013,1,2025-07-05
SO-20250705-02857,S-1040,C-037,8,2025-07-05
SO-20250705-02858,S-1040,C-024,4,2025-07-05
SO-20250705-02859,S-1042,C-035,5,2025-07-05
SO-20250705-02860,S-1042,C-001,4,2025-07-05
SO-20250705-02861,S-1042,C-031,3,2025-07-05
SO-20250705-02862,S-1042,C-017,3,2025-07-05
SO-20250705-02863,S-1042,C-016,3,2025-07-05
SO-20250705-02864,S-1043,C-004,1,2025-07-05
SO-20250705-02865,S-1044,C-031,2,2025-07-05
SO-20250705-02866,S-1044,C-024,4,2025-07-05
SO-20250705-02867,S-1045,C-036,6,2025-07-05
SO-20250705-02868,S-1045,C-020,2,2025-07-05
SO-20250705-02869,S-1045,C-001,4,2025-07-05
SO-20250705-02870,S-1045,C-026,5,2025-07-05
SO-20250705-02871,S-1046,C-031,3,2025-07-05
SO-20250705-02872,S-1048,C-030,7,2025-07-05
SO-20250705-02873,S-1048,C-015,1,2025-07-05
SO-20250705-02874,S-1048,C-022,2,2025-07-05
SO-20250705-02875,S-1048,C-022,7,2025-07-05
SO-20250705-02876,S-1048,C-012,1,2025-07-05
SO-20250705-02877,S-1048,C-030,2,2025-07-05
SO-20250705-02878,S-1048,C-033,5,2025-07-05
SO-20250705-02879,S-1050,C-038,3,2025-07-05
SO-20250705-02880,S-1050,C-006,4,2025-07-05
SO-20250706-02881,S-1001,C-040,2,2025-07-06
SO-20250706-02882,S-1001,C-027,4,2025-07-06
SO-20250706-02883,S-1001,C-004,5,2025-07-06
SO-20250706-02884,S-1001,C-029,3,2025-07-06
SO-20250706-02885,S-1003,C-015,5,2025-07-06
SO-20250706-02886,S-1003,C-025,3,2025-07-06
SO-20250706-02887,S-1003,C-003,5,2025-07-06
SO-20250706-02888,S-1004,C-011,3,2025-07-06
SO-20250706-02889,S-1004,C-027,3,2025-07-06
SO-20250706-02890,S-1005,C-002,7,2025-07-06
SO-20250706-02891,S-1005,C-014,3,2025-07-06
SO-20250706-02892,S-1005,C-028,5,2025-07-06
SO-20250706-02893,S-1005,C-017,6,2025-07-06
SO-20250706-02894,S-1008,C-017,4,2025-07-06
SO-20250706-02895,S-1011,C-005,2,2025-07-06
SO-20250706-02896,S-1011,C-020,1,2025-07-06
SO-20250706-02897,S-1011,C-035,2,2025-07-06
SO-20250706-02898,S-1011,C-034,1,2025-07-06
SO-20250706-02899,S-1012,C-016,3,2025-07-06
SO-20250706-02900,S-1015,C-010,3,2025-07-06
SO-20250706-02901,S-1016,C-032,2,2025-07-06
SO-20250706-02902,S-1016,C-005,1,2025-07-06
SO-20250706-02903,S-1017,C-027,5,2025-07-06
SO-20250706-02904,S-1018,C-024,5,2025-07-06
SO-20250706-02905,S-1019,C-010,6,2025-07-06
SO-20250706-02906,S-1019,C-026,4,2025-07-06
SO-20250706-02907,S-1019,C-036,4,2025-07-06
SO-20250706-02908,S-1020,C-007,3,2025-07-06
SO-20250706-02909,S-1020,C-039,3,2025-07-06
SO-20250706-02910,S-1020,C-003,5,2025-07-06
SO-20250706-02911,S-1021,C-021,4,2025-07-06
SO-20250706-02912,S-1021,C-008,2,2025-07-06
SO-20250706-02913,S-1021,C-015,5,2025-07-06
SO-20250706-02914,S-1022,C-039,3,2025-07-06
SO-20250706-02915,S-1022,C-007,1,2025-07-06
SO-20250706-02916,S-1022,C-009,4,2025-07-06
SO-20250706-02917,S-1024,C-017,5,2025-07-06
SO-20250706-02918,S-1024,C-039,1,2025-07-06
SO-20250706-02919,S-1024,C-019,4,2025-07-06
SO-20250706-02920,S-1024,C-024,6,2025-07-06
SO-20250706-02921,S-1025,C-010,6,2025-07-06
SO-20250706-02922,S-1026,C-019,5,2025-07-06
SO-20250706-02923,S-1026,C-005,4,2025-07-06
SO-20250706-02924,S-1028,C-025,2,2025-07-06
SO-20250706-02925,S-1028,C-013,1,2025-07-06
SO-20250706-02926,S-1028,C-007,3,2025-07-06
SO-20250706-02927,S-1028,C-031,9,2025-07-06
SO-20250706-02928,S-1028,C-019,5,2025-07-06
SO-20250706-02929,S-1029,C-024,5,2025-07-06
SO-20250706-02930,S-1029,C-014,1,2025-07-06
SO-20250706-02931,S-1030,C-011,5,2025-07-06
SO-20250706-02932,S-1031,C-003,3,2025-07-06
SO-20250706-02933,S-1031,C-021,3,2025-07-06
SO-20250706-02934,S-1031,C-021,4,2025-07-06
SO-20250706-02935,S-1031,C-002,5,2025-07-06
SO-20250706-02936,S-1031,C-036,3,2025-07-06
SO-20250706-02937,S-1034,C-027,2,2025-07-06
SO-20250706-02938,S-1034,C-038,5,2025-07-06
SO-20250706-02939,S-1034,C-030,1,2025-07-06
SO-20250706-02940,S-1035,C-010,7,2025-07-06
SO-20250706-02941,S-1036,C-036,4,2025-07-06
SO-20250706-02942,S-1036,C-018,1,2025-07-06
SO-20250706-02943,S-1036,C-024,5,2025-07-06
SO-20250706-02944,S-1037,C-020,5,2025-07-06
SO-20250706-02945,S-1037,C-022,3,2025-07-06
SO-20250706-02946,S-1038,C-006,3,2025-07-06
SO-20250706-02947,S-1040,C-015,4,2025-07-06
SO-20250706-02948,S-1041,C-036,4,2025-07-06
SO-20250706-02949,S-1042,C-036,4,2025-07-06
SO-20250706-02950,S-1042,C-005,3,2025-07-06
SO-20250706-02951,S-1042,C-021,2,2025-07-06
SO-20250706-02952,S-1043,C-021,4,2025-07-06
SO-20250706-02953,S-1043,C-004,4,2025-07-06
SO-20250706-02954,S-1044,C-015,3,2025-07-06
SO-20250706-02955,S-1044,C-008,2,2025-07-06
SO-20250706-02956,S-1044,C-034,1,2025-07-06
SO-20250706-02957,S-1045,C-030,5,2025-07-06
SO-20250706-02958,S-1045,C-025,6,2025-07-06
SO-20250706-02959,S-1045,C-006,5,2025-07-06
SO-20250706-02960,S-1045,C-039,7,2025-07-06
SO-20250706-02961,S-1047,C-022,1,2025-07-06
SO-20250706-02962,S-1047,C-012,1,2025-07-06
SO-20250706-02963,S-1048,C-038,4,2025-07-06
SO-20250706-02964,S-1048,C-003,2,2025-07-06
SO-20250706-02965,S-1050,C-026,3,2025-07-06
SO-20250707-02966,S-1001,C-017,1,2025-07-07
SO-20250707-02967,S-1001,C-028,3,2025-07-07
SO-20250707-02968,S-1002,C-003,5,2025-07-07
SO-20250707-02969,S-1002,C-039,3,2025-07-07
SO-20250707-02970,S-1002,C-013,4,2025-07-07
SO-20250707-02971,S-1002,C-001,5,2025-07-07
SO-20250707-02972,S-1002,C-035,3,2025-07-07
SO-20250707-02973,S-1003,C-017,7,2025-07-07
SO-20250707-02974,S-1003,C-034,2,2025-07-07
SO-20250707-02975,S-1003,C-006,3,2025-07-07
SO-20250707-02976,S-1004,C-010,1,2025-07-07
SO-20250707-02977,S-1005,C-009,3,2025-07-07
SO-20250707-02978,S-1005,C-036,2,2025-07-07
SO-20250707-02979,S-1005,C-017,7,2025-07-07
SO-20250707-02980,S-1005,C-036,1,2025-07-07
SO-20250707-02981,S-1005,C-021,4,2025-07-07
SO-20250707-02982,S-1006,C-016,5,2025-07-07
SO-20250707-02983,S-1006,C-022,3,2025-07-07
SO-20250707-02984,S-1008,C-010,7,2025-07-07
SO-20250707-02985,S-1008,C-029,4,2025-07-07
SO-20250707-02986,S-1009,C-030,4,2025-07-07
SO-20250707-02987,S-1010,C-008,2,2025-07-07
SO-20250707-02988,S-1014,C-023,2,2025-07-07
SO-20250707-02989,S-1014,C-033,3,2025-07-07
SO-20250707-02990,S-1015,C-009,1,2025-07-07
SO-20250707-02991,S-1016,C-034,3,2025-07-07
SO-20250707-02992,S-1016,C-038,2,2025-07-07
SO-20250707-02993,S-1017,C-028,5,2025-07-07
SO-20250707-02994,S-1017,C-011,3,2025-07-07
SO-20250707-02995,S-1019,C-030,2,2025-07-07
SO-20250707-02996,S-1021,C-037,7,2025-07-07
SO-20250707-02997,S-1021,C-006,1,2025-07-07
SO-20250707-02998,S-1022,C-031,3,2025-07-07
SO-20250707-02999,S-1022,C-002,2,2025-07-07
SO-20250707-03000,S-1022,C-016,2,2025-07-07
SO-20250707-03001,S-1022,C-021,1,2025-07-07
SO-20250707-03002,S-1022,C-002,6,2025-07-07
SO-20250707-03003,S-1023,C-014,2,2025-07-07
SO-20250707-03004,S-1023,C-035,5,2025-07-07
SO-20250707-03005,S-1023,C-009,1,2025-07-07
SO-20250707-03006,S-1023,C-036,7,2025-07-07
SO-20250707-03007,S-1026,C-010,2,2025-07-07
SO-20250707-03008,S-1026,C-021,4,2025-07-07
SO-20250707-03009,S-1026,C-029,2,2025-07-07
SO-20250707-03010,S-1026,C-001,1,2025-07-07
SO-20250707-03011,S-1028,C-002,2,2025-07-07
SO-20250707-03012,S-1029,C-004,5,2025-07-07
SO-20250707-03013,S-1029,C-006,4,2025-07-07
SO-20250707-03014,S-1031,C-007,3,2025-07-07
SO-20250707-03015,S-1031,C-012,3,2025-07-07
SO-20250707-03016,S-1034,C-018,1,2025-07-07
SO-20250707-03017,S-1035,C-017,4,2025-07-07
SO-20250707-03018,S-1035,C-018,2,2025-07-07
SO-20250707-03019,S-1035,C-017,1,2025-07-07
SO-20250707-03020,S-1035,C-035,1,2025-07-07
SO-20250707-03021,S-1036,C-015,2,2025-07-07
SO-20250707-03022,S-1037,C-025,3,2025-07-07
SO-20250707-03023,S-1038,C-008,3,2025-07-07
SO-20250707-03024,S-1039,C-023,5,2025-07-07
SO-20250707-03025,S-1044,C-027,4,2025-07-07
SO-20250707-03026,S-1044,C-022,4,2025-07-07
SO-20250707-03027,S-1044,C-021,3,2025-07-07
SO-20250707-03028,S-1045,C-003,5,2025-07-07
SO-20250707-03029,S-1045,C-032,3,2025-07-07
SO-20250707-03030,S-1046,C-022,1,2025-07-07
SO-20250707-03031,S-1048,C-034,3,2025-07-07
SO-20250707-03032,S-1048,C-003,1,2025-07-07
SO-20250707-03033,S-1048,C-018,4,2025-07-07
SO-20250707-03034,S-1049,C-009,1,2025-07-07
SO-20250707-03035,S-1050,C-027,7,2025-07-07
SO-20250708-03036,S-1001,C-014,3,2025-07-08
SO-20250708-03037,S-1002,C-028,5,2025-07-08
SO-20250708-03038,S-1002,C-022,7,2025-07-08
SO-20250708-03039,S-1002,C-013,3,2025-07-08
SO-20250708-03040,S-1002,C-031,5,2025-07-08
SO-20250708-03041,S-1002,C-022,1,2025-07-08
SO-20250708-03042,S-1003,C-011,5,2025-07-08
SO-20250708-03043,S-1003,C-001,3,2025-07-08
SO-20250708-03044,S-1005,C-018,2,2025-07-08
SO-20250708-03045,S-1005,C-028,3,2025-07-08
SO-20250708-03046,S-1005,C-039,2,2025-07-08
SO-20250708-03047,S-1005,C-026,6,2025-07-08
SO-20250708-03048,S-1005,C-004,5,2025-07-08
SO-20250708-03049,S-1006,C-036,3,2025-07-08
SO-20250708-03050,S-1008,C-034,2,2025-07-08
SO-20250708-03051,S-1008,C-029,4,2025-07-08
SO-20250708-03052,S-1008,C-012,4,2025-07-08
SO-20250708-03053,S-1009,C-012,1,2025-07-08
SO-20250708-03054,S-1011,C-032,4,2025-07-08
SO-20250708-03055,S-1011,C-019,5,2025-07-08
SO-20250708-03056,S-1011,C-008,4,2025-07-08
SO-20250708-03057,S-1011,C-003,6,2025-07-08
SO-20250708-03058,S-1012,C-033,3,2025-07-08
SO-20250708-03059,S-1013,C-014,3,2025-07-08
SO-20250708-03060,S-1014,C-034,5,2025-07-08
SO-20250708-03061,S-1014,C-001,4,2025-07-08
SO-20250708-03062,S-1016,C-015,1,2025-07-08
SO-20250708-03063,S-1016,C-010,4,2025-07-08
SO-20250708-03064,S-1017,C-022,4,2025-07-08
SO-20250708-03065,S-1020,C-026,5,2025-07-08
SO-20250708-03066,S-1020,C-008,5,2025-07-08
SO-20250708-03067,S-1021,C-024,5,2025-07-08
SO-20250708-03068,S-1021,C-034,1,2025-07-08
SO-20250708-03069,S-1021,C-028,5,2025-07-08
SO-20250708-03070,S-1021,C-010,6,2025-07-08
SO-20250708-03071,S-1021,C-031,3,2025-07-08
SO-20250708-03072,S-1022,C-031,5,2025-07-08
SO-20250708-03073,S-1022,C-029,3,2025-07-08
SO-20250708-03074,S-1022,C-016,2,2025-07-08
SO-20250708-03075,S-1022,C-039,1,2025-07-08
SO-20250708-03076,S-1022,C-007,1,2025-07-08
SO-20250708-03077,S-1022,C-027,1,2025-07-08
SO-20250708-03078,S-1023,C-009,5,2025-07-08
SO-20250708-03079,S-1024,C-031,3,2025-07-08
SO-20250708-03080,S-1026,C-006,4,2025-07-08
SO-20250708-03081,S-1028,C-031,4,2025-07-08
SO-20250708-03082,S-1028,C-030,2,2025-07-08
SO-20250708-03083,S-1028,C-032,2,2025-07-08
SO-20250708-03084,S-1028,C-009,3,2025-07-08
SO-20250708-03085,S-1030,C-018,4,2025-07-08
SO-20250708-03086,S-1031,C-021,4,2025-07-08
SO-20250708-03087,S-1031,C-020,5,2025-07-08
SO-20250708-03088,S-1031,C-019,3,2025-07-08
SO-20250708-03089,S-1033,C-025,5,2025-07-08
SO-20250708-03090,S-1033,C-012,4,2025-07-08
SO-20250708-03091,S-1033,C-013,1,2025-07-08
SO-20250708-03092,S-1034,C-015,6,2025-07-08
SO-20250708-03093,S-1034,C-011,5,2025-07-08
SO-20250708-03094,S-1035,C-010,6,2025-07-08
SO-20250708-03095,S-1035,C-004,4,2025-07-08
SO-20250708-03096,S-1035,C-015,4,2025-07-08
SO-20250708-03097,S-1036,C-006,1,2025-07-08
SO-20250708-03098,S-1037,C-010,4,2025-07-08
SO-20250708-03099,S-1037,C-036,2,2025-07-08
SO-20250708-03100,S-1038,C-006,3,2025-07-08
SO-20250708-03101,S-1038,C-018,2,2025-07-08
SO-20250708-03102,S-1039,C-032,1,2025-07-08
SO-20250708-03103,S-1040,C-003,5,2025-07-08
SO-20250708-03104,S-1040,C-014,5,2025-07-08
SO-20250708-03105,S-1041,C-030,1,2025-07-08
SO-20250708-03106,S-1042,C-024,2,2025-07-08
SO-20250708-03107,S-1042,C-012,4,2025-07-08
SO-20250708-03108,S-1042,C-028,4,2025-07-08
SO-20250708-03109,S-1042,C-013,3,2025-07-08
SO-20250708-03110,S-1043,C-033,2,2025-07-08
SO-20250708-03111,S-1044,C-029,5,2025-07-08
SO-20250708-03112,S-1045,C-023,2,2025-07-08
SO-20250708-03113,S-1046,C-014,6,2025-07-08
SO-20250708-03114,S-1047,C-027,3,2025-07-08
SO-20250708-03115,S-1047,C-034,1,2025-07-08
SO-20250708-03116,S-1048,C-015,3,2025-07-08
SO-20250708-03117,S-1048,C-020,9,2025-07-08
SO-20250708-03118,S-1048,C-009,4,2025-07-08
SO-20250708-03119,S-1048,C-028,3,2025-07-08
SO-20250708-03120,S-1048,C-036,4,2025-07-08
SO-20250708-03121,S-1049,C-026,3,2025-07-08
SO-20250708-03122,S-1050,C-034,4,2025-07-08
SO-20250709-03123,S-1001,C-005,2,2025-07-09
SO-20250709-03124,S-1001,C-038,4,2025-07-09
SO-20250709-03125,S-1002,C-037,2,2025-07-09
SO-20250709-03126,S-1002,C-020,1,2025-07-09
SO-20250709-03127,S-1002,C-032,7,2025-07-09
SO-20250709-03128,S-1005,C-019,3,2025-07-09
SO-20250709-03129,S-1005,C-032,5,2025-07-09
SO-20250709-03130,S-1005,C-027,6,2025-07-09
SO-20250709-03131,S-1005,C-024,4,2025-07-09
SO-20250709-03132,S-1006,C-039,3,2025-07-09
